@relation Main_SemC_17-18-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute A1 {TVGUIDE,MODMAT,MASSEY,KMART,ROSES,CHILDCRAFT,HANOVRHOUSE,HANOVRHOUS,GUIDEPOSTS,HOMESHOP,USCAV,COLORTIL,WARDS,TARGET,WOOLWORTH,AMES,WOOLWRTH,ABBYPRESS,BELKS,SEARS,JCPENNY,CENPURCH,BELK,TOYSRUS,ECKERD,JCP,COLORTILE,BESTPROD,HANHOUSE,HILLS,SHEPLERS,HANOVERHOUSE,AUSTADS,NATLWILDLIFE,JAMESWAY,BURDINES,EXXON,HOMESHOPPING,NTLWILDLIFE,CHILDWORLD,DOWNS,GLOBAL,CASUALLIVING,CAMPINGWORLD,OLDVILLAGESHOP,GLOBALEQUP,YIELDHOUSE,REI,ECKERDS,WALMART,DUNNS,MERVYNS,LAZARUS,GALLS,COMPETITIVEDGE,CASLIVING,BRENDLS,SERVMERCH,LURIAS,ABBEYPRESS,HANOVERHSE,ABBEY,GURNEY,ADCO,KIDSRUS,PENNEY,CVS,homeshop,kmart,hanoverhouse,homeshopping,bestprod,venture,modmat,target,jfk,colorfulimage,toysrus,eckerds,jcp,walmart,eckerd,best}
@attribute A2 numeric
@attribute A3 {YES,NO}
@attribute A4 {KEY,KeY,key}
@attribute A5 {YES,NO}
@attribute A6 {BENTON,UDDEHOLM}
@attribute A7 {GALLATIN,gallatin}
@attribute A8 {UNCOATED,COATED,coated,super,uncoated}
@attribute A9 {UNCOATED,COATED,COVER,coated,uncoated,cover}
@attribute A10 {NO,YES,no}
@attribute A11 {LINE,XYLOL,NAPTHA}
@attribute A12 {YES,NO,no,yes}
@attribute A13 {Motter94,WoodHoe70,Albert70,Motter70}
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 {TABLOID,CATALOG,SPIEGEL,catalog,tabloid,spiegel}
@attribute A17 {NorthUS,CANADIAN,CANAdiAN,SCANDANAVIAN,SouthUS,mideuropean}
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 {band,noband}

@data
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,55,54,13.23,79,1,30.907563,18.9,1700,47.2,34,0,2,0.6,40,33,100,noband
MODMAT,47103,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,10,CATALOG,NorthUS,40,54,14.42,87,1,30.907563,4.5,1700,56.2,39.3,0,2.5,1,40,33,96.8,noband
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,72.5,54,14.5,82,0.75,50,2.2,1900,56.7,41.6,0,3,0.9,40,33,100,noband
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,47.5,54,16.08,69,1,30.907563,3.3,1700,55.5,41.1,0,2.5,0.9,40,30,103.3,noband
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,60,50,15,72,0.75,30,15.9,1700,44.2,39.8,1,3,0.5,40,33,100,band
TOYSRUS,34752,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,YES,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,50,48,15.8,70,0.724333,30,0,1900,58.8,41.2,5,2.5,1.2,30,33,100,noband
TOYSRUS,34752,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,50,48,15.5,68,0.8125,30,0,1900,57.4,42.6,10,1.5,1,30,33,100,noband
HOMESHOPPING,36928,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,CANADIAN,40,54,15,80,0.75,28,0,1800,58.8,41.2,0,2.5,1.2,30,33,100,noband
HOMESHOPPING,36928,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,CANADIAN,40,54,15,88,0.75,28,0,1800,58.8,41.2,0,2.5,1.2,30,33,100,noband
TVGUIDE,25424,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,40,54,14.1,80,0.724333,20,24.8,1850,41.3,33.9,3,2.5,0.8,40,40,103.3,noband
NTLWILDLIFE,36859,YES,KeY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,50,65,17,100,0.625,52,5.6,1650,55.5,38.9,0,3,0.6,45,39.056391,103.032791,band
HANOVERHOUSE,34093,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,52.5,62,14.5,95,0.75,20,0,1950,58.8,41.2,0,2,1,38,35,100,band
NATLWILDLIFE,36859,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,50,56,14.3,105,0.75,70,0,1600,55.5,44.5,0,3,1,45,35,100,band
JAMESWAY,36649,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,6,CATALOG,SCANDANAVIAN,47.5,62,15,84,0.724333,30.907563,5.6,1823.359168,56.2,38.2,0,2.5,1,35,40,96.7,noband
JAMESWAY,36649,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,1,CATALOG,SCANDANAVIAN,47.5,62,15,80,0.724333,30.907563,5.6,1823.359168,56.2,38.2,0,2.5,1,35,40,96.9,noband
TARGET,34547,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,SPIEGEL,CANADIAN,30,58,15.9,81,0.625,30,0,2150,62.5,37.5,10,2.5,1,30,35,90,noband
TARGET,34547,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,30,58,16.3,78,0.625,30,0,2150,58.8,41.2,10,2.5,1,30,35,90,noband
WARDS,36894,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,30,51,16,70,0.8125,20,0,2250,58.8,41.2,0,1.5,0.6,30,35,103.3,noband
WARDS,36894,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,YES,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,30,51,16,76,0.875,25,19.1,2250,42.7,38.2,3,1.2,0.5,30,35,103.3,noband
WARDS,36057,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,30,58,15,98,0.75,30,0,2300,58.8,41.2,6,2.25,1,30,35,100,noband
WARDS,36057,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,CANADIAN,30,58,15,96,0.75,30,0,2300,58.8,41.2,6,3,0.75,30,35,100,noband
CHILDWORLD,36024,YES,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,9,TABLOID,CANADIAN,52.5,54,16.3,90,0.75,38,0,1800,62.5,38.5,0,2.9,1.1,33,35,100,noband
CHILDWORLD,36024,YES,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,2,TABLOID,CANADIAN,55.5,54,15,82,0.75,38,0,1800,58.8,41.2,0,2,1,33,35,100,noband
TVGUIDE,25424,YES,KeY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Motter94,821,2,TABLOID,NorthUS,40,54,14.6,85,0.724333,20,21.7,1850,43.5,34.8,0,2.5,0.8,40,39.056391,103.032791,noband
DOWNS,34397,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,mideuropean,50,53,16,65,0.75,30.907563,15.8,1300,49.5,34.7,0,2.5,1,28,35,93.5,noband
DOWNS,34397,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,6,CATALOG,mideuropean,50,53,16.5,90,0.75,30.907563,11.3,1300,51.5,37.1,0,2.5,0.7,28,35,100,noband
GLOBAL,36846,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,50,59,13,92,0.625,49,0,1300,58.8,41.2,0,3,1.1,40,35,100,band
CASUALLIVING,38025,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,9,CATALOG,NorthUS,57.5,55,14,86,0.75,30,13,1700,50,37,0,2.9,0.9,34,35,100,noband
CASUALLIVING,38025,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,2,CATALOG,NorthUS,55,55,13,86,0.75,28,13.7,1700,49,37.3,0,3,0.8,34,35,100,noband
CAMPINGWORLD,36874,NO,KeY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,CANADIAN,45.036082,60,15.5,80,0.724333,30,13,1750,54.3,32.6,0,2.75,1,33,39.056391,103.032791,noband
CAMPINGWORLD,37874,NO,KeY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,CANADIAN,45.036082,60,15,78,0.625,34,15,1750,50,35,0,2.5,1,33,39.056391,103.032791,noband
CHILDCRAFT,36911,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,NO,Motter70,813,6,CATALOG,NorthUS,50,59,15,90,0.75,30.907563,0,1500,58.8,41.2,0,2.5,1,40,35,100,band
TVGUIDE,25427,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,55,49,15.6,80,1,30,35.8,1950,41.7,22.5,1,2.7,1,40,37,100,band
OLDVILLAGESHOP,34092,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,65,49,13.5,82,0.625,30,0,1350,68.2,31.8,1,2.5,1,38,37,103.2,band
GLOBALEQUP,36846,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,65,65,14,100,0.75,40,7,1200,58.1,34.9,0,2.5,1,40,35,100,band
WARDS,36058,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,6,TABLOID,CANADIAN,50,58,16,78.539033,0.875,24,0,2200,58.8,41.2,0,1.2,0.6,30,42,93.75,noband
OLDVILLAGESHOP,34092,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,9,CATALOG,NorthUS,65,58,15,74,0.625,32,0,1800,57.5,42.5,1,2.5,1,38,37,103.2,band
WARDS,36058,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,50,58,15.5,75,0.8125,24,0,2200,58.8,41.2,0,1.5,0.6,30,42,100,noband
YIELDHOUSE,34367,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,62.5,47,17,75,0.75,30,14.3,1700,47.6,38.1,0,3,0.5,40,40,96.9,band
AMES,34583,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,40,47,15,75,0.75,25,0,2100,61.1,38.9,0,2.4,1.1,33,40,96.9,noband
TVGUIDE,25428,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,45,47,14,80,0.75,20,18,1800,45,37,0,2.5,0.8,40,40,96.9,noband
GUIDEPOSTS,23040,YES,KeY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,50,59,14.5,71,0.625,20,11.1,1650,55.5,33.3,0,2.5,1,40,39.056391,103.032791,band
MASSEY,36784,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,60,58,15.1,93,1,25,0,1650,56.1,33.9,0,2.5,1,40,35,100,band
MASSEY,36784,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,2,CATALOG,NorthUS,50,58,13.5,100,0.75,35,0,1750,55.5,44.5,3,2.7,0.5,40,35,100,band
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,40,56,16.5,80,0.724333,45,20.3,1400,44.2,35.5,0,3,0.6,40,35,100,noband
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,30,56,16,70,0.724333,60,21.8,1400,45.4,32.8,0,3,0.9,40,40,96.8,noband
MASSEY,36784,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,WoodHoe70,815,9,CATALOG,NorthUS,37.5,56,14,82,0.625,28,0,1700,58.8,41.2,2,2.5,0.5,40,35,100,noband
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Motter70,813,5,CATALOG,NorthUS,50,56,14.6,74,0.75,30.907563,7.5,1400,53.8,38.7,0,2.4,0.8,40,40,96.8,noband
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Motter70,813,1,CATALOG,NorthUS,57.5,56,13.8,73,0.75,30.907563,4.4,1400,52.7,42.9,0,2,0.5,40,40,96.8,noband
AMES,34583,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,CANADIAN,45,55,14,73,0.75,30,0,2100,61.1,38.9,0,2.5,0.8,33,40,96.8,band
HILLS,34714,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,30,56,14.7,87,0.875,20,0,2150,58.8,41.2,12,1.5,0.6,30,40,96.8,noband
HILLS,34714,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,40,56,15.3,86,0.8125,32,0,2150,58.8,41.2,12,2.2,0.8,30,35,100,noband
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,10,CATALOG,NorthUS,55,56,15,87,0.75,30.907563,0,1250,62.5,37.5,0,2.5,1,40,40,96.8,noband
MODMAT,47104,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,9,CATALOG,NorthUS,55,56,15,93,0.75,30.907563,0,1250,62.5,37.5,0,2.5,1,40,40,96.8,noband
REI,36644,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,NO,WoodHoe70,816,2,CATALOG,NorthUS,60,56,16,87,0.625,26,10.5,1450,50.5,39,3,3,1.3,40,40,93.75,band
REI,36644,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,60,53,18,103,0.625,50,22.1,1600,41,36.9,0,3,0.7,40,35,105.2,noband
REI,36644,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,57.5,53,14.5,70,0.625,58,20.2,1600,42,37.8,3,3,1,40,35,105.2,noband
USCAV,35683,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,62.5,61,14,85,0.75,50,3.5,1660,56.8,39.7,2,3,1,32,40,93.75,noband
USCAV,35683,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,65,61,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,3,1,32,35,105.2,noband
ECKERDS,34685,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,50,61,14.2,88,1,29,0,2350,52.6,47.4,1.319358,2.5,1.1,30,40,93.75,noband
ECKERDS,34685,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,10,TABLOID,CANADIAN,50,61,13,72,1,41,0,2350,58.8,41.2,1.319358,2,1,30,35,105.2,noband
ROSES,34894,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,821,2,TABLOID,CANADIAN,45,61,14,78,0.75,20,25.6,2100,42.7,31.7,0,2.5,0.8,30,35,105.2,noband
ROSES,34894,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,CANADIAN,50,61,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,2.5,0.8,30,35,105.2,noband
TARGET,34547,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,32.5,54,15.5,78,1,25,0,1900,58.8,41.2,10,2.5,0.5,30,35,93.3,noband
TARGET,34547,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,SPIEGEL,CANADIAN,32.5,54,15.5,78,1,25,0,1900,58.8,41.2,10,1.4,0.8,30,35,103.2,noband
WARDS,36066,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,CANADIAN,40,54,15,72,0.75,35,0,2500,58.5,41.5,0,2.1,1.1,30,40,100,noband
WARDS,36066,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,CANADIAN,40,54,15,78,0.75,20,0,2500,61.1,38.9,0,2.5,0.7,30,40,100,noband
WARDS,36066,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,45,54,15,80,0.8125,20,0,2000,58.8,41.2,0,1.5,0.6,33,35,111.1,noband
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,NorthUS,45.036082,51,16,75,0.5,30,0,1800,58.8,41.2,0,2.1,1,30,35,100,band
ROSES,34896,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,NorthUS,40,54,15.2,88,0.875,30.907563,5.9,2300,49.5,44.6,8,2.5,1,33,35,111.1,noband
ROSES,34896,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,NorthUS,40,54,14.7,90,0.875,30.907563,0,2300,52.6,47.4,4,3,1.1,33,35,111.1,noband
DOWNS,23050,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,57.5,54,16.2,79,0.5,23,19,1500,47.6,33.4,5,3,1,32,35,93.3,noband
REI,36644,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,60,53,16.5,88,0.75,55,22.1,1550,41,36.9,0,3,0.8,40,35,105.1,noband
DOWNS,23050,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,CATALOG,NorthUS,55,54,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,3,0.5,32,35,93.3,noband
REI,36644,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,60,53,14.7,70,0.75,50,20.2,1550,42,37.8,3,3,1,40,35,111.1,noband
WARDS,36882,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,CANADIAN,45,53,15.2,78,1,30.907563,13.3,2150,51,35.7,2,2.5,1.1,30,35,111.1,noband
WARDS,36882,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,CANADIAN,35,53,14.7,80,1,30.907563,5.5,2150,55.6,38.9,0,2.5,0.4,30,35,111.1,noband
WALMART,34483,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,35,55,15,70,0.5,32,0,1950,58.8,41.2,0,2.5,1.3,30,35,100,band
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,NorthUS,35,55,15,70,0.5,35,0,2000,58.8,41.2,0,2.5,1.5,30,35,100,band
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,NorthUS,45.036082,54,17,94,0.25,26,0,1900,56.8,43.2,0,2.5,0.9,30,35,100,noband
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,NorthUS,45.036082,54,14,80,0.3125,34,3.4,1900,56.8,39.8,0,2.5,1.3,30,40,106.7,noband
AMES,34585,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,30,50,15.6,84,1,30.907563,0,2400,58.8,41.2,4,2.5,0.9,33,35,96.8,noband
AMES,34585,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,30,50,15.8,92,1,30.907563,0,2400,58.5,41.2,2,3,1.4,33,35,96.8,noband
SHEPLERS,36776,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,7,CATALOG,NorthUS,45,50,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,3,0.8,40,45,100,noband
SHEPLERS,36776,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,2,SPIEGEL,NorthUS,40,50,13.5,75,0.75,45,0,1700,58.8,41.2,0,3,0.6,40,35,100,noband
TVGUIDE,25433,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,50,50,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,2.7,0.9,40,35,100,noband
DUNNS,38016,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,mideuropean,45,54,14.8,70,0.75,50,13,1420,54.3,32.6,0,3,0.9,28,35,106.9,noband
DUNNS,38016,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,mideuropean,45,54,14.3,67,0.75,45,12.3,1420,51.5,36.1,0,3,0.6,28,35,106.9,noband
TARGET,34549,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2,SPIEGEL,CANADIAN,45,54,14,90,0.75,30,0,2000,58.8,41.2,0,3,1,33,40,103.3,noband
MERVYNS,34175,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,30,54,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,2.3,0.8,35,35,106.9,noband
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,NorthUS,30,54,13.6,70,0.8125,30,0,2000,58.8,41.2,0,2.3,0.9,30,35,100,noband
MERVYNS,34175,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,30,54,16.8,71,0.75,25,18,2000,45,36.9,0,2.5,0.9,35,35,106.9,noband
WALMART,34493,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,30,54,14.6,70,0.8125,30,0,2000,58.8,41.2,0,1.5,0.6,30,35,106.9,noband
TARGET,34549,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,CANADIAN,45,54,18,90,0.5,26,8.3,1875,52.1,39.6,0,3,1,33,35,106.9,noband
TARGET,34549,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,SPIEGEL,CANADIAN,45,54,15,100,0.75,33,2.3,2000,56.8,40.9,0,2.75,0.9,33,35,106.9,noband
DUNNS,38016,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,45,56,15.5,78,0.75,30.907563,11.1,1350,55.5,33.3,0,2.2,0.9,28,35,100,noband
DUNNS,38016,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,45,56,16,64,0.75,30.907563,11.1,1350,55.5,33.3,0,2.5,0.5,28,40,103.3,noband
LAZARUS,34154,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,828,2,TABLOID,NorthUS,45,56,14.9,85,1,30,17.3,1600,48.1,34.6,0,2.8,1,40,35,100,noband
LAZARUS,34154,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,828,10,TABLOID,CANADIAN,30,56,14.7,83,1,30,10.8,1600,53.8,35.5,0,2.6,1.2,40,35,100,noband
AMES,34585,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,CANADIAN,57.5,57,15.3,84,1,30,19,2400,47.6,33.3,0,3,1,33,40,93.75,noband
AMES,34585,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,10,TABLOID,CANADIAN,57.5,57,14.2,78,1,30,10.5,2400,52.6,36.8,0,2.5,1,33,40,93.75,noband
GALLS,38061,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,WoodHoe70,815,1,SPIEGEL,NorthUS,47.5,49,15,84,0.75,28,2.2,1600,54.3,43.5,0,3,0.9,34,30,108.1,band
TVGUIDE,25437,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,57.5,51,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,2.5,0.8,34,30,100,noband
